,id,permalink,username,text,date,vaccino,location
15,1376999245975318528,https://twitter.com/TheInternetPos1/status/1376999245975318528,TheInternetPos1,"Dodging Blatant Border Crisis, VP Harris Reportedly Stewing Over Setbacks to her Mansion Renovations: https://t.co/7WIDF9tiCD via @SputnikInt",2021-03-30,Sputnik,America
16,1376996541030825986,https://twitter.com/Sax_Jabbering/status/1376996541030825986,Sax_Jabbering,MEA employees first in Lebanon to receive Sputnik V vaccine https://t.co/pee4vt4eFA https://t.co/JFBb5eLcYc,2021-03-30,Sputnik,America
17,1376996414971121675,https://twitter.com/CathyVitality/status/1376996414971121675,CathyVitality,"How 4 COVID-19 vaccines not in US stack up: Sputnik, Sinovac, more https://t.co/9foZtSsER6",2021-03-30,Sputnik,America
18,1376995983280771072,https://twitter.com/IndigoFast/status/1376995983280771072,IndigoFast,"Austria is negotiating with Russia to buy one million doses of its Sputnik V coronavirus vaccine, despite the jab having not yet been approved by the European Medicines Agency. https://t.co/bZMgs85Lki",2021-03-30,Sputnik,America
19,1376995174249807872,https://twitter.com/Gastro_Advisor/status/1376995174249807872,Gastro_Advisor,"Gam-COVID-Vac, also known as Sputnik V, is a heterologous recombinant adenovirus-based SARS-CoV-2 vaccine that was well-tolerated and showed 91.6% efficacy against COVID-19 in people aged 18 years and older. #COVID19

https://t.co/kTKGWo8u07",2021-03-30,Sputnik,America
20,1376991876079828994,https://twitter.com/LucaLuca2727/status/1376991876079828994,LucaLuca2727,"US B-1 Bombers Accomplished First Ever Landing in Arctic Circle, Air Force Announces - Sputnik International https://t.co/ZO2w2kW8G7",2021-03-30,Sputnik,America
21,1376991852889530377,https://twitter.com/CathieCeasar/status/1376991852889530377,CathieCeasar,Germany's Vaccine Regulator Reports 31 Cases of Blood Disorder After AstraZeneca Jab : https://t.co/x3ysbRGTFp via @SputnikInt,2021-03-30,Sputnik,America
22,1376991762552655876,https://twitter.com/vinegar_feet/status/1376991762552655876,vinegar_feet,"the uniqlo (@UniqloUSA) x haruki murakami collaboration is weak. sputnik sweetheart design could've been more than the japanese cover. could've been a ferris wheel, silhouettes thru a window, half a face--the classic murakami cover art!",2021-03-30,Sputnik,America
23,1376990398741110784,https://twitter.com/MAGAPACORG/status/1376990398741110784,MAGAPACORG,"BRATISLAVA, Slovakia (AP) - Slovakia's Prime Minister Igor Matovic and his government resigned on Tuesday to ease a political crisis triggered by a secret deal to buy Russia’s Sputnik V coronavirus vaccine. It is @buglecallorg, @scottadamsshow https://t.co/jYLM1e4znG #magapac",2021-03-30,Sputnik,America
24,1376990224639795201,https://twitter.com/CathieCeasar/status/1376990224639795201,CathieCeasar,"“They are actually talking about people’s ability to buy and sell linked to the vaccine passport. They might as well call it Biden’s Mark of the Beast,” Greene tweeted, in a multi-part tirade against the vaccine passport idea.
https://t.co/koNNPlPgTP via @SputnikInt",2021-03-30,Sputnik,America
25,1376989123777466374,https://twitter.com/mlnangalama/status/1376989123777466374,mlnangalama,"via @PerilofAfrica  Putin, Macron, Merkel Touch Upon Prospects for Registration of Sputnik V in EU, Kremlin Says https://t.co/caQl4WH1h9",2021-03-30,Sputnik,America
26,1376988675112890372,https://twitter.com/ferozwala/status/1376988675112890372,ferozwala,"#BREAKING 
Putin, Macron, Merkel Touch Upon Prospects for Registration of #SputnikV in #EU, Kremlin Says: https://t.co/qNaKrHivZZ via @SputnikInt 

#Sputnik #BreakingNews https://t.co/3QR7mGMg1Y",2021-03-30,Sputnik,America
27,1376982704030416896,https://twitter.com/davidfhayes/status/1376982704030416896,davidfhayes,Russia’s Questionable Claims Overshadow Good Sputnik V Vaccine https://t.co/LfPKm1mX0S,2021-03-30,Sputnik,America
28,1376979792474615814,https://twitter.com/CSIS/status/1376979792474615814,CSIS,"Thanks to its reliance on Sinopharm and Sputnik V, Serbia has become a frontrunner for vaccinations in the Western Balkans. https://t.co/EvC1zYKMkG",2021-03-30,Sputnik,America
29,1376979323043803136,https://twitter.com/TopTierFS/status/1376979323043803136,TopTierFS,"WASHINGTON (Sputnik) &amp;ndash; A medical debt collection firm that lost the personal information of 21 million people in a 2019 hack reached a settlement with 41 US states, New York Attorney General Letitia James announced. https://t.co/4mJb4izI3Q",2021-03-30,Sputnik,America
30,1376969286711906305,https://twitter.com/IamDouglasX/status/1376969286711906305,IamDouglasX,If I had to choose I'd prefer Sputnik instead of AstraZeneka.. #SputnikVaccineInKenya https://t.co/IvCOQp8wAF,2021-03-30,Sputnik,America
31,1376965268719591424,https://twitter.com/mildredmmg8/status/1376965268719591424,mildredmmg8,"Battery Race: Why Latin America's Lithium Triangle May Become a Bone of Contention for the US, China: https://t.co/79H3WTAFo5 via @SputnikInt @lopezobrador_ @M_OlgaSCordero @mau_rodriguez77",2021-03-30,Sputnik,America
32,1376964192260009994,https://twitter.com/RKDAVID1/status/1376964192260009994,RKDAVID1,"Sputnik V or Astrazeneca? 

Let me check my bank balance, to by efficacy.🤭",2021-03-30,Sputnik,America
33,1376960360176050176,https://twitter.com/Allannjenga13/status/1376960360176050176,Allannjenga13,"Is Sputnik V now the most efficient vaccine in the world with efficacy of 91.6%? Pfizer and Moderna show 90% efficacy in a CDC real world study.
👇
https://t.co/aVceCuG01J https://t.co/QDvInEFeor",2021-03-30,Sputnik,America
34,1376960311836561408,https://twitter.com/Ashleysullivan_/status/1376960311836561408,Ashleysullivan_,"#Russia and #China have agreed to produce a #Sputnik_V #vaccine 
#COVID19 #coronavirus https://t.co/JTAAC7s4Eu",2021-03-30,Sputnik,America
35,1376959234898812931,https://twitter.com/massiveupdates1/status/1376959234898812931,massiveupdates1,Slovak PM Steps Down Over Sputnik V Vaccine Deal Scandal https://t.co/si7krlw3W8,2021-03-30,Sputnik,America
36,1376957035200319491,https://twitter.com/JanvierChando/status/1376957035200319491,JanvierChando,Austria in talks to buy a million doses of Russia's Sputnik V vaccine https://t.co/Iz9z3ONRcv via @Yahoo,2021-03-30,Sputnik,America
37,1376956871265902598,https://twitter.com/AudetteBonnie/status/1376956871265902598,AudetteBonnie,"Watch ""The Best Sci-Fi Movies Of 2020"" on YouTube https://t.co/VsAnPmlB43 

The best Sci Fi movies of 2020... Possessor? Tenant? Sputnik? Save Yourselves? Bill N Ted's Face the music? Archive? Love and Monsters? Spontaneous? Synchronic?",2021-03-30,Sputnik,America
38,1376954452125552641,https://twitter.com/BillyAngus4/status/1376954452125552641,BillyAngus4,New York Police Seeking Man Who Attacked 65-Year-Old Woman Shouting 'Anti-Asian Statements': https://t.co/RVmuFkKstt via @SputnikInt,2021-03-30,Sputnik,America
39,1376952684578795520,https://twitter.com/shit_queen/status/1376952684578795520,shit_queen,"Moderna is Prada 
Sputnik V is Gareth Pugh
Johnson &amp; Johnson is Tom Ford
AstraZeneca is Donna Karan
Pfizer is Kate Spade New York
Sinovac is Roger Vivier",2021-03-30,Sputnik,America
40,1376951952333021188,https://twitter.com/flugennock/status/1376951952333021188,flugennock,AND THIS IS A PROBLEM BECAUSE...? Blinken Accuses China of Trying to Undermine US-Dominated World Order: https://t.co/N3yVYSSF8p via @SputnikInt,2021-03-30,Sputnik,America
41,1376951172930678785,https://twitter.com/flugennock/status/1376951172930678785,flugennock,"""Charm offensive""? Oh, for chist's sake. The wad of old chewing gum on the bottom of my sneaker has more charm than Joe Biden.  https://t.co/xrNy0XtISE via @SputnikInt",2021-03-30,Sputnik,America
42,1376948447627071498,https://twitter.com/j30nM/status/1376948447627071498,j30nM,The sputnik vaccine has no advertisement but their strategy of PR vaccination will create demand. Get 10 influential heads to take the shots and just wait for the phone calls...Create a package that says we do home visits too. Those guys will mint money.,2021-03-30,Sputnik,America
43,1376942718308413440,https://twitter.com/Fonzo_o/status/1376942718308413440,Fonzo_o,Should I go down to Mexico and get the sputnik vaccine too? https://t.co/OTS4pCsAqI,2021-03-30,Sputnik,America
44,1376940436691030016,https://twitter.com/The_Real_Fly/status/1376940436691030016,The_Real_Fly,Kenyans Pay $70 for a Shot of Russia’s Sputnik V Vaccine,2021-03-30,Sputnik,America
45,1376939495719845897,https://twitter.com/SputnikMisfits/status/1376939495719845897,SputnikMisfits,".@kimives13 will join us today, Tuesday from 1 pm-1:30 pm EST on @SputnikInt. #Haiti #Iran #Cuba #Sanctions

📺 https://t.co/7unITFSffr

👂https://t.co/Fic7XPpyyg",2021-03-30,Sputnik,America
46,1376939186469625856,https://twitter.com/JohnnyGachanja/status/1376939186469625856,JohnnyGachanja,It is like all rich people are taking Sputnik Vaccine https://t.co/sYYXJApLJr https://t.co/xaG7cwTzBG,2021-03-30,Sputnik,America
47,1376937847488385029,https://twitter.com/_Barrack__/status/1376937847488385029,_Barrack__,Gotta get that Sputnik vaccine.,2021-03-30,Sputnik,America
48,1376937543158091782,https://twitter.com/barasajoel2/status/1376937543158091782,barasajoel2,Slovak PM steps down over Sputnik V vaccine deal scandal https://t.co/c9RsU2z7mz,2021-03-30,Sputnik,America
49,1376937342070579202,https://twitter.com/flugennock/status/1376937342070579202,flugennock,"PURE OWNAGE: 'Nasty Habits Die Hard': Iran's Zarif Digs Up Old Biden Tweet, Trolls POTUS as Nuclear Row Grows: https://t.co/AWudGevj5H via @SputnikInt",2021-03-30,Sputnik,America
50,1376935422861975559,https://twitter.com/LatestN72062740/status/1376935422861975559,LatestN72062740,Slovak PM steps down over Sputnik V vaccine deal scandal | Coronavirus pandemic News https://t.co/IQgyhoRHeK,2021-03-30,Sputnik,America
51,1376935278271635456,https://twitter.com/mlnangalama/status/1376935278271635456,mlnangalama,via @PerilofAfrica #News Slovak PM steps down over Sputnik V vaccine deal scandal https://t.co/QbGLN8Jz1b,2021-03-30,Sputnik,America
52,1376932296113147909,https://twitter.com/jeanetplus/status/1376932296113147909,jeanetplus,"Vatican Official Allegedly Offered a Prostitute to Businessman Amid Lucrative Deal Negotiations: https://t.co/sCzQmjrCc5 via @SputnikInt WHAT ? VATICAN takes good care with business men ! So generous, offering the best...",2021-03-30,Sputnik,America
53,1376929497451266053,https://twitter.com/ferozwala/status/1376929497451266053,ferozwala,"#BREAKING 
#WhiteHouse to Spend $50 Mln From Covid Relief Funds to Help Asian-American Sexual Assault Survivors  https://t.co/kC1jP2wtLj via @SputnikInt
#Sputnik #BreakingNews https://t.co/eWAjqbOZ1s",2021-03-30,Sputnik,America
54,1376927448147841029,https://twitter.com/TheFilmStage/status/1376927448147841029,TheFilmStage,Matt Reeves will produce an English-language remake of last year's sci-fi feature #Sputnik. Read our review of the original: https://t.co/OSz7BgGTiw https://t.co/RwwxY7WfxX,2021-03-30,Sputnik,America
55,1376927121931530241,https://twitter.com/Cassieslite/status/1376927121931530241,Cassieslite,Explosion Heard From Landing Site of SpaceX Starship Test Flight: https://t.co/PePoLxnVF3 via @SputnikInt,2021-03-30,Sputnik,America
56,1376926988431097856,https://twitter.com/Cassieslite/status/1376926988431097856,Cassieslite,Germany's Vaccine Regulator Reports 31 Cases of Blood Disorder After AstraZeneca Jab : https://t.co/MVTXrlU8Lq via @SputnikInt,2021-03-30,Sputnik,America
57,1376926942377648130,https://twitter.com/VerushkaVertigo/status/1376926942377648130,VerushkaVertigo,Kinda wanna go to russia and get the Sputnik vaccine,2021-03-30,Sputnik,America
58,1376923507083329539,https://twitter.com/Newsenm/status/1376923507083329539,Newsenm,"PRAGUE (AP) - Slovakia’s Prime Minister Igor Matovic and his government resigned on Tuesday to ease a political crisis triggered by a secret deal to buy Russia’s Sputnik V coronavirus vaccine. Read more...  #ENMNEWSHEALTH

https://t.co/3T4ylOvdeQ https://t.co/EulDoPB3Uq",2021-03-30,Sputnik,America
59,1376920150943883267,https://twitter.com/JJ_Toronto_CA/status/1376920150943883267,JJ_Toronto_CA,Slovakia PM Igor Matovic resigns over secret deal to buy Russia's Sputnik V coronavirus vaccine #corruption #vaccine  https://t.co/Uj9BM1sjRZ,2021-03-30,Sputnik,America
60,1376915948205182977,https://twitter.com/MMGNews247/status/1376915948205182977,MMGNews247,Matt Reeves is Producing an English-Language Remake of Russian Creature Feature ‘Sputnik’ https://t.co/zLkUqrcZLo,2021-03-30,Sputnik,America
61,1376908108686094350,https://twitter.com/ferozwala/status/1376908108686094350,ferozwala,"#Data of 3.5 Mln Users of Indian Digital Payments App MobiKwik Put Up for Sale on Dark Web: Report 

#DarkWeb #India #MobiKwik 

 https://t.co/XxV4CdGIFU via @SputnikInt https://t.co/RyGxuD0Efv",2021-03-30,Sputnik,America
62,1376907611262554117,https://twitter.com/MoviesMusicMor/status/1376907611262554117,MoviesMusicMor,"Sputnik Remake in the Works From Producer Matt Reeves – /Film
 https://t.co/ccHT4pcqyZ",2021-03-30,Sputnik,America
63,1376907508258848771,https://twitter.com/ferozwala/status/1376907508258848771,ferozwala,"#LIVE | WHO gives press conference following report on COVID-19's origin

#SputnikLive ➡️ https://t.co/csCQuP9ESD

https://t.co/6t5MYrCy6M via @SputnikInt",2021-03-30,Sputnik,America
64,1376906616688287744,https://twitter.com/ustodaynewslive/status/1376906616688287744,ustodaynewslive,"Europe is “split” over the supply of «Sputnik V»
https://t.co/L8lDgqlAJY https://t.co/hIn5RT7IRP",2021-03-30,Sputnik,America
65,1376905061750607878,https://twitter.com/slashfilm/status/1376905061750607878,slashfilm,Matt Reeves is Producing an English-Language Remake of Russian Creature Feature 'Sputnik' https://t.co/cpRn0Q6Gxr https://t.co/YDXPiiqkQw,2021-03-30,Sputnik,America
66,1376903808182181890,https://twitter.com/globeandmail/status/1376903808182181890,globeandmail,"Slovak PM Igor Matovic, government resign over secret deal to buy Russia’s Sputnik V COVID-19 vaccine https://t.co/B21WgtjmFM",2021-03-30,Sputnik,America
67,1376903302684741636,https://twitter.com/AmyShiraTeitel/status/1376903302684741636,AmyShiraTeitel,"Lyndon thought that if he took charge of space policy and molded the nation’s reaction to Sputnik, he might be able to launch himself to the presidency. But, the nearly unanimous reaction among Americans was fear.  Learn more: https://t.co/BoznrUVShu

📷: Library of Congress. https://t.co/7Y56y6O4ik",2021-03-30,Sputnik,America
68,1376900564244692994,https://twitter.com/TsarKastik/status/1376900564244692994,TsarKastik,This is how countries should be working together to end the pandemic:   Russia's RDIF signs deal to produce Sputnik V vaccine in China https://t.co/HhgqppHMc3 Meanwhile th EU (EMA) is trying its damnedest to keep out the Russian vaccine.,2021-03-30,Sputnik,America
69,1376900276020469762,https://twitter.com/Uwilntmakmecr8z/status/1376900276020469762,Uwilntmakmecr8z,‘Might as Well Call It Biden’s Mark of the Beast’: GOP Lawmaker Slams Digital Vax Passport Scheme: https://t.co/CZxVvsTOLo via @SputnikInt,2021-03-30,Sputnik,America
70,1376899286345060355,https://twitter.com/ferozwala/status/1376899286345060355,ferozwala,"#BREAKING 

#Slovakia's Prime Minister #Matovic Resigns https://t.co/rWLl4TZkwW via @SputnikInt   

#Sputnik #BreakingNews https://t.co/oe3UlrkFqx",2021-03-30,Sputnik,America
71,1376896804059557897,https://twitter.com/ustodaynewslive/status/1376896804059557897,ustodaynewslive,"Austria wants to buy a million doses of Sputnik V from Russia
https://t.co/s0L9D3ThyF https://t.co/ccm10msLj9",2021-03-30,Sputnik,America
72,1376892978736869379,https://twitter.com/Fuerza943fm/status/1376892978736869379,Fuerza943fm,Kurz on Possible Sputnik V Purchase: No Room For 'Geopolitical Blinkers' Over Vaccination https://t.co/T5SQMQVaGJ,2021-03-30,Sputnik,America
73,1376891842097262600,https://twitter.com/ferozwala/status/1376891842097262600,ferozwala,"#BREAKING 
Explosion Heard From Landing Site of #SpaceX Starship Test Flight: https://t.co/jADtEdjDlU via @SputnikInt  

#Sputnik #BreakingNews https://t.co/aqd1SE4zvj",2021-03-30,Sputnik,America
74,1376890860898516995,https://twitter.com/choueifatyelias/status/1376890860898516995,choueifatyelias,"Is it safe for a pregnant woman to take the vaccine? (Sputnik/Astrazeneca/Pfizer)

@sarirasheed @AssalaLamaa @iosonorami",2021-03-30,Sputnik,America
75,1376890854296674305,https://twitter.com/jeanetplus/status/1376890854296674305,jeanetplus,"Germany, US, UAE Pledge Over $2.5 Billion for Syrian Humanitarian Efforts: https://t.co/M6qNRrMaRt via @SputnikInt US to help ? EVIL HYPOCRITE ! They are there to steal the OIL ! They are TERRORISTS ! Get OUT, Syria needs FREEDOM !",2021-03-30,Sputnik,America
76,1376889870585585666,https://twitter.com/cathyby/status/1376889870585585666,cathyby,Austria in talks to buy 1m doses of Russia’s Sputnik V vaccine https://t.co/qOLLeRtKdE via @financialtimes,2021-03-30,Sputnik,America
77,1376888825952231427,https://twitter.com/JohnnyGachanja/status/1376888825952231427,JohnnyGachanja,How much is Russia’s Sputnik Covid-19 vaccine?,2021-03-30,Sputnik,America
78,1376885685756518400,https://twitter.com/scareduck/status/1376885685756518400,scareduck,"One thing that is notoriously hard to get these days is dose counts for various manufacturers and countries, so it’s not easy to tell whether manufacturers are living up to their commitments. Russia’s Sputnik V had reported manufacturing snags: https://t.co/BwX1qHFGZB

&gt; https://t.co/t3QZmkPp71",2021-03-30,Sputnik,America
79,1376884966336966660,https://twitter.com/PimentoThree/status/1376884966336966660,PimentoThree,"Le Monde today in Paris reflects French concerns about COVID -- yet again: French and Germans at odds about Russian Sputnik vaccine; coming close to ""triage"" now in certain hospitals; are we treating our children like ""variables"" in an equation?
https://t.co/uJ5cNNWCXU",2021-03-30,Sputnik,America
80,1376884336872538112,https://twitter.com/BanaKenya/status/1376884336872538112,BanaKenya,Breaking News    - Kenya bans imported Russian COVID-19 vaccine Sputnik V for not meeting W... https://t.co/nhGazmPs3B via @getfeedio,2021-03-30,Sputnik,America
81,1376884015727316996,https://twitter.com/ferozwala/status/1376884015727316996,ferozwala,"#Mali approves Russia's #SputnikV vaccine - Russian sovereign wealth fund 

▪️Mali has approved the use of #Russia’s Sputnik V vaccine against COVID-19, the Russian Direct Investment Fund (#RDIF) said on Tuesday.
#BreakingNews https://t.co/Asbt2yuzz5",2021-03-30,Sputnik,America
82,1376881692644900868,https://twitter.com/AseweBinAsewe/status/1376881692644900868,AseweBinAsewe,Sputnik V is sold....its not GOK Vaccine https://t.co/WchN2BLXUg,2021-03-30,Sputnik,America
83,1376881449907945476,https://twitter.com/felix_stutz/status/1376881449907945476,felix_stutz,"Lovely, now we got the rolling #pandemic. Could your pet be a threat? Creator of Russia’s #Sputnik V warns #Covid -19 may spread through cats &amp; dogs in next phase of pandemic https://t.co/ZmfboZTNG4",2021-03-30,Sputnik,America
84,1376879934308823043,https://twitter.com/scifitalk/status/1376879934308823043,scifitalk,"Village Roadshow, Matt Reeves Team For Remake Of Sci-Fi ‘Sputnik’ – | @scoopit https://t.co/vpUTyqZ915",2021-03-30,Sputnik,America
85,1376877780080717824,https://twitter.com/DemopJ/status/1376877780080717824,DemopJ,"""Austria is in talks with Russia to buy a million doses of its Sputnik V coronavirus vaccine, which has yet to be approved by the European Medicines Agency, Chancellor Sebastian Kurz's office said on Tuesday.""

https://t.co/ntK0rafrGP",2021-03-30,Sputnik,America
86,1376877007879950336,https://twitter.com/OfSeaandStone/status/1376877007879950336,OfSeaandStone,Trying to decide between the Sputnik vaccine and AstraZeneca 🧐🧐,2021-03-30,Sputnik,America
87,1376870174905802760,https://twitter.com/KirkDBorne/status/1376870174905802760,KirkDBorne,"At the cusp of a ""Sputnik moment"" &amp; technological revolution, National Security Commission on Artificial Intelligence @AiCommission issues major report on role of #AI in U.S. national security: https://t.co/g125bieUod
———
#MachineLearning #EmergingTech #Industry40 #NSCAI @DoDJAIC https://t.co/6DuDdIeV9N",2021-03-30,Sputnik,America
88,1376866717092155395,https://twitter.com/canada4news/status/1376866717092155395,canada4news,Austria in talks to buy a million doses of Russia’s Sputnik V vaccine https://t.co/tnhhrmALko,2021-03-30,Sputnik,America
89,1376856971664629763,https://twitter.com/KoenemannH/status/1376856971664629763,KoenemannH,Germany's Vaccine Regulator Reports 31 Cases of Blood Disorder After AstraZeneca Jab: https://t.co/NP69zlTPaa via @SputnikInt,2021-03-30,Sputnik,America
90,1376855893246115845,https://twitter.com/ferozwala/status/1376855893246115845,ferozwala,"#BREAKING 

#Germany's Vaccine Regulator Reports 31 Cases of Blood Disorder After #AstraZeneca Jab: https://t.co/oBvLPhO6sP via @SputnikInt
#Sputnik #BreakingNews https://t.co/XhaSv5pSNq",2021-03-30,Sputnik,America
91,1376847397993734149,https://twitter.com/ferozwala/status/1376847397993734149,ferozwala,"#BREAKING 

#SaudiArabia-Led Coalition Reportedly Destroyed Two Drones Launched by Yemen's #Houthis 

#Sputnik #BreakingNews 
 https://t.co/KbI9okI3PF via @SputnikInt https://t.co/P0HCtmAsUA",2021-03-30,Sputnik,America
92,1376846628556922883,https://twitter.com/nawzpawz7/status/1376846628556922883,nawzpawz7,"top moments of life’s history: 
1) sputnik 1
2) sputnik 2
3) Macy’s thanksgiving day parade 1985
4) sputnik 3",2021-03-30,Sputnik,America
93,1376840857005998082,https://twitter.com/DevynonEarth/status/1376840857005998082,DevynonEarth,"Not that their governments are transparent to the International community, but have we heard *anything* about Sinovac or Sputnik V causing adverse reactions? 

Maybe our colonial loyalties betrayed us.",2021-03-30,Sputnik,America
94,1376838899151089666,https://twitter.com/McLego/status/1376838899151089666,McLego,Sputnik in Europe: What Russia’s vaccine could mean for European health sovereignty: https://t.co/zkWACsLI2y via @ecfr,2021-03-30,Sputnik,America
95,1376836907615711233,https://twitter.com/vncntrz54/status/1376836907615711233,vncntrz54,'Giant Coverup' of 'Massive System Failure': Lindsey Graham Slams Biden Admin for US Border Crisis: https://t.co/lzw5l3IL7u via @SputnikInt,2021-03-30,Sputnik,America
96,1376832179980931072,https://twitter.com/ferozwala/status/1376832179980931072,ferozwala,"#Tanzania
At Least 45 People Trampled to Death During Tribute to Late Tanzanian President, Reports Say 
#DarEsSalaam

https://t.co/7qm3RskSSG via @SputnikInt https://t.co/iWADaabJl8",2021-03-30,Sputnik,America
97,1376824035959443456,https://twitter.com/mlnangalama/status/1376824035959443456,mlnangalama,via @PerilofAfrica  Mali Becomes 58th Country to Register Russia's Sputnik V COVID-19 Vaccine https://t.co/bEg8LvGW9v,2021-03-30,Sputnik,America
98,1376822799151591427,https://twitter.com/barasajoel2/status/1376822799151591427,barasajoel2,Private entity imports COVID-19 vaccine Sputnik V for commercial use – Kenya Broadcasting Corporation https://t.co/VAbtrhcfKg,2021-03-30,Sputnik,America
99,1376822798677590017,https://twitter.com/barasajoel2/status/1376822798677590017,barasajoel2,Private entity imports COVID-19 vaccine Sputnik V for commercial use – Kenya Broadcasting Corporation https://t.co/WW2NW4zwj8,2021-03-30,Sputnik,America
100,1376822681165828096,https://twitter.com/barasajoel2/status/1376822681165828096,barasajoel2,Private entity imports COVID-19 vaccine Sputnik V for commercial use – Kenya Broadcasting Corporation https://t.co/b1hGA7OE2Y,2021-03-30,Sputnik,America
101,1376802258000642048,https://twitter.com/mlnangalama/status/1376802258000642048,mlnangalama,"via @PerilofAfrica  Ethiopia Is Awaiting Russia's Documents for Registering the Sputnik V Vaccine, Ambassador Says https://t.co/iGAx4JilKV",2021-03-30,Sputnik,America
102,1376794259110629377,https://twitter.com/Knight_Melody1/status/1376794259110629377,Knight_Melody1,Sputnik English Remake Co-Produced by The Batman Director Matt Reeves https://t.co/sLLTQJADCZ,2021-03-30,Sputnik,America
103,1376791572344266757,https://twitter.com/BenMarten/status/1376791572344266757,BenMarten,"In January the Russian government submitted the Sputnik V vaccine for approval in Europe. Two months later the EMA said they are low going to start the approval process, while western companies have been selling theirs since December!

It was never about health!
#Corrupt #COVID19",2021-03-30,Sputnik,America
104,1376791046747680768,https://twitter.com/Anumak47/status/1376791046747680768,Anumak47,Any update on the sputnik V distribution?,2021-03-30,Sputnik,America
